file_name,label,findings,safe_secret_refs_detected
argo-cd__resource_customizations_numaflow.numaproj.io_MonoVertex_actions_testdata_monovertex.yaml,hardcoded_secret,long_base64_like_value,
argo-cd__resource_customizations_batch_CronJob_testdata_never-scheduled.yaml,secure,,
examples__web_guestbook-go_guestbook-service.yaml,secure,,
prometheus-operator__example_thanos_prometheus.yaml,secure,,
argo-cd__resource_customizations_gloo.solo.io_UpstreamGroup_testdata_gloo-rejected.yaml,secure,,
argo-cd__resource_customizations_cert-manager.io_Certificate_testdata_progressing_issuing.yaml,secure,,safe_secret_name
argo-cd__controller_testdata_minimal-image-replicas-deployment.yaml,secure,,
examples___archived_volumes_fibre_channel_fc.yaml,secure,,
kubernetes-native-testbed__manifests_infra_instances_issuer-and-certificate.yaml,secure,,safe_secret_name
argo-cd__resource_customizations_argoproj.io_AnalysisRun_testdata_terminatedAnalysisRun.yaml,secure,,
kubernetes-native-testbed__manifests_cicd_ci-manifests_ci.yaml,hardcoded_secret,hardcoded_secret_key,safe_secret_name;safe_secret_ref
prometheus-operator__test_framework_resources_basic-auth-app-deployment.yaml,secure,,
argo-cd__manifests_ha_cluster-install_kustomization.yaml,secure,,
cloud-on-k8s__config_recipes_istio-gateway_07-kibana.yaml,secure,,
argo-cd__resource_customizations_gloo.solo.io_UpstreamGroup_testdata_gloo-warning.yaml,secure,,
cloud-on-k8s__hack_upgrade-test-harness_testdata_v320_install.yaml,hardcoded_secret,long_base64_like_value,safe_secret_name;safe_value_from
prometheus-operator__example_thanos_prometheus-rule.yaml,secure,,
argo-cd__resource_customizations_apps.kruise.io_StatefulSet_testdata_partition_suspended.yaml,secure,,
argo-cd__resource_customizations_gloo.solo.io_Upstream_testdata_non-namespaced-gloo-pending.yaml,secure,,
argo-cd__resource_customizations_kustomize.toolkit.fluxcd.io_Kustomization_actions_testdata_suspended_kustomization.yaml,secure,,
charts__bitnami_grafana-operator_crds_grafana.integreatly.org_grafananotificationpolicyroutes.yaml,hardcoded_secret,long_base64_like_value,
argo-cd__resource_customizations_gateway.solo.io_VirtualHostOption_testdata_non-namespaced-gloo-warning.yaml,secure,,
charts__bitnami_rabbitmq-cluster-operator_crds_messaging-topology-operator_rabbitmq.com_vhosts.yaml,secure,,
argo-cd__resource_customizations_cdi.kubevirt.io_DataVolume_testdata_degraded_badurl.yaml,secure,,
argo-cd__reposerver_repository_testdata_recurse_foo_bar.yaml,secure,,
argo-cd__gitops-engine_pkg_diff_testdata_smd-service-live-with-type.yaml,secure,,
k8s-monitoring-helm__charts_k8s-monitoring_docs_examples_tolerations_output.yaml,privilege_exposure,privileged_true;host_network_true;host_pid_true;host_path;google_api_key_pattern;long_base64_like_value,safe_value_from
argo-cd__resource_customizations_source.toolkit.fluxcd.io_Bucket_actions_testdata_reconciled_bucket.yaml,secure,,safe_secret_ref
k8s-monitoring-helm__charts_k8s-monitoring_tests_platform_gpu_nvidia-gpu-operator.yaml,secure,,
k8s-monitoring-helm__charts_k8s-monitoring_docs_examples_destinations_custom_kafka_test_test-plan.yaml,secure,,
argo-cd__resource_customizations_gateway.networking.k8s.io_GRPCRoute_testdata_degraded_no_parent_name.yaml,secure,,
argo-cd__resource_customizations_astra.netapp.io_ResticVolumeBackup_testdata_progressing_nostatus.yaml,secure,,safe_secret_name
argo-cd__resource_customizations_kafka.strimzi.io_KafkaConnector_testdata_degraded.yaml,secure,,
argo-cd__resource_customizations_minio.min.io_Tenant_testdata_waiting.yaml,secure,,
cloud-on-k8s__config_recipes_gclb_02-ingress.yaml,secure,,safe_secret_name
examples__databases_mysql-cinder-pd_mysql-service.yaml,secure,,
argo-cd__resource_customizations_projectcontour.io_HTTPProxy_testdata_not_reconciled.yaml,secure,,
prometheus-operator__example_thanos_prometheus-cluster-role.yaml,secure,,
argo-cd__manifests_base_dex_argocd-dex-server-service.yaml,secure,,
kubernetes-native-testbed__manifests_infra_prometheus-operator_prometheus-operator.yaml,privilege_exposure,host_path;hardcoded_password;long_base64_like_value,safe_secret_name;safe_secret_key_ref;safe_value_from;safe_env_from;safe_secret_ref;safe_image_pull_secrets
prometheus-operator__example_prometheus-operator-crd_monitoring.coreos.com_podmonitors.yaml,hardcoded_secret,hardcoded_password;hardcoded_client_secret,
argo-cd__resource_customizations_objectbucket.io_ObjectBucketClaim_testdata_progressing.yaml,secure,,
kubernetes-native-testbed__manifests_infra_tekton_tekton-pipeline.yaml,hardcoded_secret,long_base64_like_value,safe_value_from
argo-cd__resource_customizations_kubevirt.io_VirtualMachineInstance_testdata_progressing_nostatus.yaml,secure,,
argo-cd__resource_customizations_argoproj.io_AnalysisRun_testdata_inconclusiveAnalysisRunWithStatusMessage.yaml,secure,,
argo-cd__resource_customizations_argoproj.io_Rollout_actions_testdata_three_replica_rollout.yaml,secure,,
argo-cd__manifests_base_dex_argocd-dex-server-deployment.yaml,hardcoded_secret,long_base64_like_value,safe_secret_name;safe_value_from
kube-linter__tests_checks_dangling-hpa.yml,secure,,
kube-linter__tests_checks_dangling-ingress.yml,secure,,
k8s-monitoring-helm__charts_k8s-monitoring_tests_integration_cluster-monitoring_.rendered_output.yaml,privilege_exposure,privileged_true;host_network_true;host_pid_true;host_path;hardcoded_password;google_api_key_pattern;long_base64_like_value,safe_secret_key_ref;safe_value_from
argo-cd__resource_customizations_tower.ansible.com_AnsibleJob_testdata_progressing_running.yaml,secure,,
prometheus-operator__example_user-guides_getting-started_prometheus-pod-monitor.yaml,secure,,
argo-cd__resource_customizations_route53.aws.crossplane.io_ResourceRecordSet_testdata_progressing_noStatus.yaml,secure,,
argo-cd__resource_customizations_gloo.solo.io_Proxy_testdata_gloo-accepted.yaml,secure,,
argo-cd__resource_customizations_ceph.rook.io_CephObjectStore_testdata_progressing.yaml,secure,,
argo-cd__resource_customizations_metrics.keptn.sh_Analysis_testdata_degraded.yaml,secure,,
argo-cd__resource_customizations_core.humio.com_HumioRepository_testdata_unknown.yaml,secure,,
argo-cd__resource_customizations_gloo.solo.io_Upstream_testdata_non-namespaced-gloo-accepted.yaml,secure,,
examples__nginx-platform-app_deployment.yml,secure,,
argo-cd__manifests_crds_kustomization.yaml,secure,,
argo-cd__resource_customizations_flagger.app_Canary_testdata_initialized.yaml,secure,,
argo-cd__resource_customizations_k8s.mariadb.com_Database_testdata_database-ready.yaml,secure,,
k8s-monitoring-helm__charts_k8s-monitoring_tests_integration_sharded-kube-state-metrics_test-plan.yaml,secure,,
argo-cd__resource_customizations_external-secrets.io_ExternalSecret_testdata_degraded.yaml,secure,,
argo-cd__resource_customizations_apps.openshift.io_DeploymentConfig_testdata_degraded.yaml,secure,,
argo-cd__resource_customizations_operator.knative.dev_KnativeEventing_testdata_progressing.yaml,secure,,
argo-cd__util_kustomize_testdata_kustomization_yaml_components_monorepo_envs_inseng-pdx-egert-sandbox_namespaces_inst-system_apps_hello-world_kustomization.yaml,secure,,
examples___archived_elasticsearch_es-svc.yaml,secure,,
k8s-monitoring-helm__charts_k8s-monitoring_tests_integration_uninstall_.rendered_output.yaml,privilege_exposure,privileged_true;host_network_true;host_pid_true;host_path;hardcoded_password;google_api_key_pattern;long_base64_like_value,safe_secret_key_ref;safe_value_from
argo-cd__resource_customizations_capabilities.3scale.net_Application_testdata_suspended.yaml,secure,,
argo-cd__resource_customizations__.cnrm.cloud.google.com___testdata_config-connector-unhealthy.yaml,secure,,
argo-cd__resource_customizations_beat.k8s.elastic.co_Beat_testdata_ready_yellow.yaml,secure,,
argo-cd__resource_customizations_sparkoperator.k8s.io_SparkApplication_testdata_progressing.yaml,secure,,
argo-cd__resource_customizations_batch_CronJob_testdata_active.yaml,secure,,
argo-cd__resource_customizations_grafana.integreatly.org_GrafanaDatasource_testdata_healthy.yaml,hardcoded_secret,long_base64_like_value,safe_secret_key_ref;safe_value_from
examples___archived_volumes_cephfs_cephfs-with-secret.yaml,secure,,safe_secret_ref
examples___archived_volumes_azure_disk_claim_managed-disk_managed-hdd_storageclass-managed-hdd.yaml,secure,,
kube-linter__tests_checks_sensitive-host-mounts.yml,privilege_exposure,host_path,
charts__bitnami_pinniped_crds_supervisor_idp.supervisor.pinniped.dev_ldapidentityproviders.yaml,secure,,safe_secret_name
argo-cd__applicationset_examples_design-doc_applicationset-fasttemplate.yaml,secure,,
argo-cd__manifests_cluster-rbac_applicationset-controller_argocd-applicationset-controller-clusterrolebinding.yaml,secure,,
cloud-on-k8s__hack_upgrade-test-harness_testdata_v2150_install.yaml,hardcoded_secret,long_base64_like_value,safe_secret_name;safe_value_from
argo-cd__reposerver_repository_testdata_app-parameters_single-global_kustomization.yaml,secure,,
argo-cd__applicationset_examples_merge_merge-clusters-and-list-fasttemplate.yaml,secure,,
argo-cd__gitops-engine_pkg_health_testdata_job-succeeded.yaml,hardcoded_secret,long_base64_like_value,
argo-cd__resource_customizations_batch_CronJob_testdata_suspended.yaml,secure,,
kubernetes-native-testbed__manifests_comment_db.yaml,hardcoded_secret,hardcoded_password,safe_secret_name
argo-cd__resource_customizations_numaplane.numaproj.io_MonoVertexRollout_testdata_MonoVertexRollout_progressing-reason.yaml,secure,,
kube-linter__tests_checks_host-pid.yml,privilege_exposure,host_pid_true,
argo-cd__util_clusterauth_testdata_argocd-manager-sa.yaml,secure,,
argo-cd__resource_customizations_promoter.argoproj.io_ChangeTransferPolicy_testdata_all-healthy.yaml,secure,,
examples___archived_persistent-volume-provisioning_cinder_cinder-storage-class.yaml,secure,,
charts__bitnami_cloudnative-pg_crds_postgresql.cnpg.io_databases.yaml,secure,,
kubernetes-native-testbed__manifests_ns_contour-ns.yaml,secure,,
argo-cd__resource_customizations_kyverno.io_Policy_testdata_healthy.yaml,secure,,
examples___archived_volumes_azure_disk_claim_blob-based-disk_shared-ssd_pod-uses-shared-ssd.yaml,secure,,
argo-cd__resource_customizations_k8s.mariadb.com_MariaDB_testdata_statefulset_not_ready.yaml,secure,,
argo-cd__resource_customizations_gateway.solo.io_RouteTable_testdata_gloo-rejected.yaml,secure,,
cloud-on-k8s__hack_upgrade-test-harness_testdata_v300_crds.yaml,hardcoded_secret,hardcoded_api_key;long_base64_like_value,safe_secret_name
argo-cd__resource_customizations_work.karmada.io_ResourceBinding_testdata_progressing_cluster.yaml,secure,,
kubernetes-native-testbed__manifests_infra_rook-yugabytedb_rook-yugabytedb.yaml,secure,,safe_value_from
examples___archived_selenium_selenium-hub-svc.yaml,secure,,
argo-cd__applicationset_examples_template-override_engineering-dev-override_guestbook-ui-deployment.yaml,secure,,
cloud-on-k8s__hack_deployer_config_local-disks-ocp_ocp-pv-size-patch.yaml,secure,,
argo-cd__resource_customizations_objectbucket.io_ObjectBucketClaim_testdata_healthy.yaml,secure,,
argo-cd__reposerver_repository_testdata_several-files_1.yaml,secure,,
kubernetes-native-testbed__manifests_user_checkjob.yaml,secure,,safe_secret_key_ref;safe_value_from
argo-cd__manifests_core-install_kustomization.yaml,secure,,
argo-cd__applicationset_examples_template-override_default_kustomization.yaml,secure,,
argo-cd__resource_customizations_kubevirt.io_VirtualMachine_testdata_progressing_starting.yaml,secure,,
argo-cd__manifests_base_notification_argocd-notifications-cm.yaml,secure,,
argo-cd__resource_customizations_gloo.solo.io_Settings_testdata_non-namespaced-gloo-accepted.yaml,secure,,
argo-cd__resource_customizations_game.kruise.io_GameServerSet_testdata_healthy.yaml,secure,,
argo-cd__resource_customizations_argoproj.io_Rollout_actions_testdata_aborted_bg_rollout.yaml,secure,,
prometheus-operator__example_admission-webhook_deployment.yaml,hardcoded_secret,long_base64_like_value,safe_secret_name
argo-cd__manifests_base_redis_argocd-redis-network-policy.yaml,secure,,
argo-cd__resource_customizations_batch_Job_actions_testdata_created.yaml,secure,,
kube-linter__tests_checks_no-read-only-root-fs.yml,secure,,
argo-cd__gitops-engine_pkg_health_testdata_hpa-v2beta2-healthy.yaml,secure,,
argo-cd__resource_customizations_platform.confluent.io_ControlCenter_testdata_healthy.yaml,secure,,
argo-cd__resource_customizations_astra.netapp.io_AppVault_testdata_healthy.yaml,secure,,
cloud-on-k8s__hack_upgrade-test-harness_testdata_v2140_stack.yaml,secure,,
argo-cd__resource_customizations_sparkoperator.k8s.io_SparkApplication_testdata_degraded.yaml,secure,,
k8s-monitoring-helm__charts_k8s-monitoring_docs_examples_destinations_custom_debug_test_test-plan.yaml,secure,,
argo-cd__manifests_crds_appproject-crd.yaml,hardcoded_secret,long_base64_like_value,
argo-cd__resource_customizations_source.toolkit.fluxcd.io_HelmRepository_testdata_healthy.yaml,hardcoded_secret,long_base64_like_value,
argo-cd__resource_customizations_ocs.openshift.io_StorageCluster_testdata_degraded.yaml,privilege_exposure,host_path,
cloud-on-k8s__hack_manifest-gen_crd_patches_v1_kustomization.yaml,secure,,
k8s-monitoring-helm__charts_k8s-monitoring_docs_examples_features_pod-logs-objects_output.yaml,hardcoded_secret,hardcoded_password,
argo-cd__resource_customizations_lifecycle.keptn.sh_KeptnTask_testdata_degraded.yaml,secure,,
argo-cd__resource_customizations_cert-manager.io_Issuer_testdata_degraded_acmeFailed.yaml,secure,,
argo-cd__applicationset_examples_git-generator-directory_excludes_git-directories-exclude-example.yaml,secure,,
cloud-on-k8s__hack_deployer_config_local-disks-ocp_ocp-scc-patch.yaml,secure,,
cloud-on-k8s__hack_upgrade-test-harness_testdata_v250_stack.yaml,secure,,
examples___archived_volumes_azure_disk_claim_managed-disk_managed-ssd_storageclass-managed-ssd.yaml,secure,,
cloud-on-k8s__hack_upgrade-test-harness_testdata_v191_crds.yaml,hardcoded_secret,long_base64_like_value,safe_secret_name
argo-cd__resource_customizations_pkg.crossplane.io_Provider_testdata_degraded_healthy.yaml,secure,,
kube-linter__tests_checks_ssh-port.yml,secure,,
argo-cd__resource_customizations_operators.coreos.com_Subscription_testdata_healthy.yaml,secure,,
argo-cd__manifests_cluster-rbac_kustomization.yaml,secure,,
prometheus-operator__test_framework_resources_default-http-backend-service.yml,secure,,
kubernetes-native-testbed__manifests_cicd_cd-manifests_infra_tidb-operator-cd.yaml,secure,,
examples__web_guestbook_redis-replica-deployment.yaml,secure,,
argo-cd__resource_customizations_source.toolkit.fluxcd.io_HelmRepository_actions_testdata_reconciled_helmrepository.yaml,secure,,
argo-cd__resource_customizations__.cnrm.cloud.google.com___testdata_generation.yaml,secure,,
argo-cd__resource_customizations_projectcontour.io_HTTPProxy_testdata_progressing.yaml,secure,,
argo-cd__gitops-engine_pkg_diff_testdata_ssd-svc-label-live.yaml,secure,,
argo-cd__manifests_ha_base_controller-deployment_kustomization.yaml,secure,,
charts__bitnami_pinniped_crds_supervisor_idp.supervisor.pinniped.dev_oidcidentityproviders.yaml,secure,,safe_secret_name
cloud-on-k8s__config_crds_v1_resources_logstash.k8s.elastic.co_logstashes.yaml,privilege_exposure,host_path;long_base64_like_value,safe_secret_name;safe_secret_key_ref;safe_value_from;safe_env_from;safe_secret_ref;safe_image_pull_secrets
argo-cd__resource_customizations_elasticsearch.k8s.elastic.co_Elasticsearch_testdata_applyingchanges.yaml,secure,,
argo-cd__test_e2e_testdata_kustomize_kustomization.yaml,secure,,
k8s-monitoring-helm__charts_k8s-monitoring_docs_examples_features_integrations_etcd_output.yaml,hardcoded_secret,long_base64_like_value,
argo-cd__resource_customizations_game.kruise.io_GameServer_testdata_degraded.yaml,secure,,
argo-cd__resource_customizations_capabilities.3scale.net_OpenAPI_testdata_healthy.yaml,secure,,
argo-cd__resource_customizations_certmanager.k8s.io_Certificate_testdata_healthy_issued.yaml,secure,,safe_secret_name
examples___archived_volumes_vsphere_vsphere-volume-sc-with-datastore.yaml,secure,,
argo-cd__resource_customizations_core.humio.com_HumioCluster_testdata_pending.yaml,hardcoded_secret,long_base64_like_value,safe_secret_key_ref
examples__AI_model-serving-tensorflow_ingress.yaml,secure,,
argo-cd__resource_customizations_source.toolkit.fluxcd.io_HelmRepository_actions_testdata_resumed_helmrepository.yaml,secure,,
argo-cd__resource_customizations_argoproj.io_Rollout_actions_testdata_pre_v0.6_paused_rollout.yaml,secure,,
argo-cd__resource_customizations_elasticsearch.k8s.elastic.co_Elasticsearch_testdata_migratingdata.yaml,secure,,
argo-cd__resource_customizations_cert-manager.io_Certificate_testdata_healthy_renewed.yaml,secure,,safe_secret_name
charts__bitnami_envoy-gateway_crds_gateway.envoyproxy.io_envoypatchpolicies.yaml,secure,,
charts__bitnami_argo-cd_crds_application.yaml,secure,,
argo-cd__resource_customizations_gloo.solo.io_UpstreamGroup_testdata_non-namespaced-gloo-warning.yaml,secure,,
argo-cd__test_e2e_testdata_.hidden-helm_templates_config-map.yaml,secure,,
kubernetes-native-testbed__manifests_point_app.yaml,secure,,safe_secret_key_ref;safe_value_from
kubernetes-native-testbed__manifests_infra_weave-scope_http-proxy.yaml,secure,,
k8s-monitoring-helm__charts_k8s-monitoring_docs_examples_features_integrations_postgresql_test_workload.yaml,secure,,safe_secret_key_ref;safe_value_from
argo-cd__manifests_dev-tilt_namespace.yaml,secure,,
argo-cd__resource_customizations_gloo.solo.io_Upstream_testdata_gloo-no-status.yaml,secure,,
argo-cd__resource_customizations_numaplane.numaproj.io_PipelineRollout_testdata_PipelineRollout_healthy.yaml,secure,,
argo-cd__resource_customizations_rabbitmq.com_RabbitmqCluster_testdata_progressing_pods_not_ready.yaml,secure,,
cloud-on-k8s__config_e2e_scc.yaml,privilege_exposure,allow_privilege_escalation_true;host_network_true;host_pid_true,
argo-cd__resource_customizations_policy.open-cluster-management.io_OperatorPolicy_testdata_progressing_no_status.yaml,secure,,
charts__bitnami_rabbitmq-cluster-operator_crds_messaging-topology-operator_rabbitmq.com_users.yaml,secure,,
cloud-on-k8s__pkg_controller_autoscaling_elasticsearch_testdata_custom_resource_storage-scaled-horizontally_elasticsearch-expected.yml,secure,,
prometheus-operator__example_rbac_prometheus-operator_prometheus-operator-service-monitor.yaml,secure,,
argo-cd__resource_customizations_rabbitmq.com_Binding_testdata_unknown.yaml,secure,,
argo-cd__resource_customizations_source.toolkit.fluxcd.io_GitRepository_testdata_progressing.yaml,secure,,
argo-cd__resource_customizations_proclaim.dogmatiq.io_DNSSDServiceInstance_testdata_degraded_notAdopted.yaml,secure,,
argo-cd__resource_customizations_platform.confluent.io_Connect_testdata_progressing.yaml,secure,,
argo-cd__resource_customizations_keda.sh_ScaledObject_testdata_keda-degraded.yaml,secure,,
argo-cd__resource_customizations_gateway.solo.io_RouteOption_testdata_gloo-warning.yaml,secure,,
argo-cd__resource_customizations_kyverno.io_Policy_testdata_progressing.yaml,secure,,
cloud-on-k8s__pkg_controller_autoscaling_elasticsearch_testdata_custom_resource_min-nodes-increased-by-user_autoscaler.yml,secure,,
argo-cd__resource_customizations_promoter.argoproj.io_ChangeTransferPolicy_testdata_non-successful-environments.yaml,hardcoded_secret,long_base64_like_value,
argo-cd__resource_customizations_iam.aws.crossplane.io_RolePolicyAttachment_testdata_healthy.yaml,secure,,
argo-cd__docs_operator-manual_notifications_argocd-notifications-secret.yaml,hardcoded_secret,hardcoded_password;hardcoded_token,
examples___archived_persistent-volume-provisioning_quobyte_quobyte-admin-secret.yaml,hardcoded_secret,hardcoded_password,
k8s-monitoring-helm__charts_k8s-monitoring_tests_integration_auth_dependencies_nginx-auth-gateway.yaml,secure,,safe_secret_name
argo-cd__resource_customizations_astra.netapp.io_Backup_testdata_degraded.yaml,hardcoded_secret,long_base64_like_value,
charts__bitnami_envoy-gateway_crds_gateway.envoyproxy.io_envoyproxies.yaml,privilege_exposure,host_path;long_base64_like_value,safe_secret_name;safe_secret_key_ref;safe_value_from;safe_env_from;safe_secret_ref;safe_image_pull_secrets
argo-cd__reposerver_repository_testdata_app-parameters_single-global_guestbook.yaml,secure,,
argo-cd__resource_customizations_capabilities.3scale.net_Product_testdata_degraded-invalid.yaml,secure,,
argo-cd__resource_customizations_external-secrets.io_PushSecret_testdata_degraded.yaml,secure,,
argo-cd__resource_customizations_core.humio.com_HumioCluster_testdata_restarting.yaml,hardcoded_secret,long_base64_like_value,safe_secret_key_ref
kubernetes-native-testbed__manifests_delivery-status_http-proxy.yaml,secure,,
argo-cd__resource_customizations_promoter.argoproj.io_ChangeTransferPolicy_testdata_proposed-dry-sha-missing.yaml,secure,,
argo-cd__test_e2e_testdata_syncwaves-prune-order_rbac.yaml,secure,,
argo-cd__gitops-engine_pkg_health_testdata_hpa-v2-degraded.yaml,secure,,
argo-cd__test_e2e_testdata_duplicated-resources_duplicates-namespaced.yaml,secure,,
kubernetes-native-testbed__manifests_cicd_cd-manifests_infra_vitess-operator-cd.yaml,secure,,
kubernetes-native-testbed__manifests_product_checkjob.yaml,secure,,safe_secret_key_ref;safe_value_from
argo-cd__gitops-engine_pkg_utils_kube_testdata_cr.yaml,secure,,
cloud-on-k8s__pkg_controller_autoscaling_elasticsearch_testdata_custom_resource_ml_autoscaler-expected.yml,secure,,
argo-cd__resource_customizations_kafka.banzaicloud.io_KafkaCluster_testdata_reconciling.yaml,secure,,
argo-cd__resource_customizations_gateway.solo.io_RouteOption_testdata_gloo-rejected.yaml,secure,,
argo-cd__resource_customizations_apiextensions.k8s.io_CustomResourceDefinition_testdata_crd-v1-no-conditions-progressing.yaml,secure,,
examples___archived_persistent-volume-provisioning_rbd_rbd-storage-class.yaml,secure,,
examples___archived_spark_spark-gluster_spark-master-service.yaml,secure,,
argo-cd__resource_customizations_minio.min.io_Tenant_testdata_out_of_control.yaml,secure,,
argo-cd__resource_customizations_work.karmada.io_ClusterResourceBinding_testdata_degraded_unapplied.yaml,secure,,
argo-cd__resource_customizations_capabilities.3scale.net_DeveloperAccount_testdata_progressing.yaml,secure,,
argo-cd__applicationset_examples_git-generator-directory_git-directories-example-fasttemplate.yaml,secure,,
kube-linter__tests_checks_read-secret-from-env-var.yml,secure,,safe_secret_key_ref;safe_value_from
kubernetes-native-testbed__manifests_cicd_cd-manifests_infra_postgres-operator-cd.yaml,secure,,
argo-cd__resource_customizations_promoter.argoproj.io_PromotionStrategy_testdata_no-ready-condition.yaml,secure,,
kubernetes-native-testbed__manifests_payment-info_app.yaml,secure,,safe_secret_key_ref;safe_value_from
argo-cd__test_e2e_testdata_progressive-sync_staging_deployment.yaml,secure,,
argo-cd__resource_customizations_batch_Job_actions_testdata_failed.yaml,secure,,
argo-cd__test_e2e_testdata_crd-version-differences_crd-v1alpha2-instance.yaml,secure,,
argo-cd__gitops-engine_pkg_diff_testdata_smd-deploy-config.yaml,secure,,
argo-cd__resource_customizations_metrics.keptn.sh_KeptnMetric_testdata_healthy_empty_error.yaml,secure,,
argo-cd__resource_customizations_nmstate.io_NodeNetworkConfigurationPolicy_testdata_progressing_noStatus.yaml,secure,,
k8s-monitoring-helm__charts_k8s-monitoring_docs_examples_features_application-observability_default_output.yaml,hardcoded_secret,long_base64_like_value,
k8s-monitoring-helm__charts_k8s-monitoring_tests_integration_auth_dependencies_credentials.yaml,hardcoded_secret,hardcoded_password,
argo-cd__test_manifests_cmp_app.yaml,secure,,
argo-cd__resource_customizations_gateway.solo.io_MatchableHttpGateway_testdata_non-namespaced-gloo-rejected.yaml,secure,,
prometheus-operator__example_user-guides_alerting_alertmanager-example-service.yaml,secure,,
argo-cd__resource_customizations_source.toolkit.fluxcd.io_HelmRepository_testdata_progressing.yaml,secure,,
argo-cd__resource_customizations_gloo.solo.io_Settings_testdata_gloo-rejected.yaml,secure,,
argo-cd__resource_customizations_promoter.argoproj.io_PromotionStrategy_testdata_observed-generation-outdated.yaml,secure,,
argo-cd__resource_customizations_core.humio.com_HumioIngestToken_testdata_unknown.yaml,secure,,
argo-cd__resource_customizations_psmdb.percona.com_PerconaServerMongoDB_testdata_error.yaml,secure,,
argo-cd__resource_customizations_pkg.crossplane.io_Provider_testdata_healthy.yaml,secure,,
charts__bitnami_grafana-alloy_crds_monitoring.grafana.com_podlogs.yaml,secure,,
argo-cd__resource_customizations_grafana.integreatly.org_Grafana_testdata_degraded.yaml,secure,,safe_secret_name
k8s-monitoring-helm__charts_k8s-monitoring_docs_examples_features_pod-logs-via-kubernetes-api_test_dependencies_production-workload.yaml,secure,,
argo-cd__gitops-engine_agent_manifests_namespace-install_gitops-agent-role.yaml,secure,,
cloud-on-k8s__hack_upgrade-test-harness_testdata_v2121_install.yaml,hardcoded_secret,long_base64_like_value,safe_secret_name;safe_value_from
cloud-on-k8s__pkg_controller_autoscaling_elasticsearch_testdata_custom_resource_cpu-scaled-horizontally_elasticsearch.yml,secure,,
charts__bitnami_cloudnative-pg_crds_postgresql.cnpg.io_clusters.yaml,hardcoded_secret,hardcoded_password;long_base64_like_value,safe_secret_key_ref;safe_value_from;safe_env_from;safe_secret_ref;safe_image_pull_secrets
argo-cd__resource_customizations_keda.sh_ScaledObject_testdata_keda-progressing.yaml,secure,,
argo-cd__resource_customizations_camel.apache.org_Integration_testdata_healthy.yaml,secure,,
k8s-monitoring-helm__charts_k8s-monitoring_tests_integration_service-integrations_mysql_mysql.yaml,hardcoded_secret,hardcoded_password,
argo-cd__resource_customizations_numaflow.numaproj.io_Vertex_testdata_healthy.yaml,hardcoded_secret,long_base64_like_value,
argo-cd__manifests_base_dex_argocd-dex-server-rolebinding.yaml,secure,,
argo-cd__util_kustomize_testdata_label_without_selector_deployment.yaml,secure,,
argo-cd__resource_customizations_apps.kruise.io_StatefulSet_testdata_unknown.yaml,secure,,
argo-cd__applicationset_examples_list-generator_guestbook_engineering-prod_guestbook-ui-svc.yaml,secure,,
argo-cd__resource_customizations_numaflow.numaproj.io_InterStepBufferService_testdata_degraded.yaml,hardcoded_secret,hardcoded_password,
kubernetes-native-testbed__manifests_cart_app.yaml,secure,,safe_secret_key_ref;safe_value_from
argo-cd__resource_customizations_rabbitmq.com_Permission_testdata_unknown.yaml,secure,,
prometheus-operator__example_prometheus-operator-crd_monitoring.coreos.com_servicemonitors.yaml,hardcoded_secret,hardcoded_password;hardcoded_client_secret,
examples___archived_podsecuritypolicy_rbac_bindings.yaml,secure,,
argo-cd__resource_customizations_batch_CronJob_testdata_never-succeeded.yaml,secure,,
argo-cd__gitops-engine_agent_manifests_cluster-install_kustomization.yaml,secure,,
k8s-monitoring-helm__charts_k8s-monitoring-v1_tests_integration_test-integrations_dependencies_prometheus-workload.yaml,secure,,
k8s-monitoring-helm__charts_k8s-monitoring_docs_examples_metrics-tuning_output.yaml,privilege_exposure,host_network_true;host_pid_true;host_path;long_base64_like_value,
argo-cd__resource_customizations_karpenter.sh_NodeClaim_testdata_progressing_readyUnknown.yaml,secure,,
argo-cd__resource_customizations_numaplane.numaproj.io_MonoVertexRollout_actions_testdata_MonoVertexRollout_rollout-running-fast.yaml,secure,,
argo-cd__gitops-engine_pkg_health_testdata_pod-running-restart-onfailure.yaml,hardcoded_secret,long_base64_like_value,safe_secret_name
argo-cd__resource_customizations_platform.confluent.io_Zookeeper_testdata_healthy.yaml,secure,,
argo-cd__gitops-engine_pkg_health_testdata_apiservice-v1beta1-false.yaml,secure,,
k8s-monitoring-helm__charts_k8s-monitoring_tests_integration_service-integrations_loki_.rendered_output.yaml,privilege_exposure,host_network_true;host_pid_true;host_path;hardcoded_password;long_base64_like_value,
argo-cd__resource_customizations_core.humio.com_HumioAction_testdata_healthy.yaml,secure,,safe_secret_key_ref
argo-cd__resource_customizations_capabilities.3scale.net_Tenant_testdata_degraded.yaml,secure,,
kubernetes-native-testbed__manifests_ns_tekton-ns.yaml,secure,,
argo-cd__resource_customizations_game.kruise.io_GameServerSet_testdata_progressing-init.yaml,secure,,
argo-cd__controller_testdata_configmap.yaml,secure,,
argo-cd__resource_customizations_argoproj.io_Rollout_testdata_bluegreen_healthy_servingActiveService.yaml,secure,,
argo-cd__resource_customizations_rabbitmq.com_Shovel_testdata_degraded.yaml,secure,,
